# 错误日志 - 2026-05-19 21:15:03
# 格式: 时间,股票代码,错误信息

2026-05-19 22:03:35,未知,获取数据失败 sz.000525: 网络接收错误。
2026-05-19 22:03:38,未知,获取数据失败 sz.002630: 网络接收错误。
2026-05-19 22:03:41,未知,获取数据失败 sh.603458: 网络接收错误。
2026-05-19 22:03:43,未知,获取数据失败 sh.600989: 网络接收错误。
2026-05-19 22:03:44,未知,获取数据失败 sz.300254: 网络接收错误。
2026-05-19 22:03:44,未知,获取数据失败 sz.300789: 网络接收错误。
2026-05-19 22:03:47,未知,获取数据失败 sz.399610: 网络接收错误。
2026-05-19 22:03:51,未知,获取数据失败 sh.603459: 网络接收错误。
2026-05-19 22:03:52,未知,获取数据失败 sz.000526: 网络接收错误。
2026-05-19 22:03:53,未知,获取数据失败 sz.002631: 网络接收错误。
2026-05-19 22:04:01,未知,获取数据失败 sz.399611: 网络接收错误。
2026-05-19 22:04:01,未知,获取数据失败 sz.300790: 网络接收错误。
2026-05-19 22:04:01,未知,获取数据失败 sz.300255: 网络接收错误。
2026-05-19 22:04:01,未知,获取数据失败 sh.600990: 网络接收错误。
2026-05-19 22:04:03,未知,获取数据失败 sz.000528: 网络接收错误。
2026-05-19 22:04:04,未知,获取数据失败 sz.002632: 网络接收错误。
2026-05-19 22:04:11,未知,获取数据失败 sh.603466: 网络接收错误。
2026-05-19 22:04:14,未知,获取数据失败 sh.600992: 网络接收错误。
2026-05-19 22:04:14,未知,获取数据失败 sz.300256: 网络接收错误。
2026-05-19 22:04:15,未知,获取数据失败 sz.399612: 网络接收错误。
2026-05-19 22:04:15,未知,获取数据失败 sz.002633: 网络接收错误。
2026-05-19 22:04:17,未知,获取数据失败 sz.000529: 网络接收错误。
2026-05-19 22:04:22,未知,获取数据失败 sz.300791: 网络接收错误。
2026-05-19 22:04:27,未知,获取数据失败 sh.603477: 网络接收错误。
2026-05-19 22:04:27,未知,获取数据失败 sz.002634: 网络接收错误。
2026-05-19 22:04:28,未知,获取数据失败 sz.399613: 网络接收错误。
2026-05-19 22:04:29,未知,获取数据失败 sh.600993: 网络接收错误。
2026-05-19 22:04:33,未知,获取数据失败 sz.000530: 网络接收错误。
2026-05-19 22:04:34,未知,获取数据失败 sz.300257: 网络接收错误。
2026-05-19 22:04:40,未知,获取数据失败 sz.300792: 网络接收错误。
2026-05-19 22:04:41,未知,获取数据失败 sz.002635: 网络接收错误。
2026-05-19 22:04:42,未知,获取数据失败 sh.600995: 网络接收错误。
2026-05-19 22:04:43,未知,获取数据失败 sz.000531: 网络接收错误。
2026-05-19 22:04:45,未知,获取数据失败 sz.399614: 网络接收错误。
2026-05-19 22:04:47,未知,获取数据失败 sh.603486: 网络接收错误。
2026-05-19 22:04:50,未知,获取数据失败 sz.300793: 网络接收错误。
2026-05-19 22:04:52,未知,获取数据失败 sz.300258: 网络接收错误。
2026-05-19 22:04:53,未知,获取数据失败 sz.000532: 网络接收错误。
2026-05-19 22:04:54,未知,获取数据失败 sz.002636: 网络接收错误。
2026-05-19 22:04:58,未知,获取数据失败 sh.600996: 网络接收错误。
2026-05-19 22:05:00,未知,获取数据失败 sz.399615: 网络接收错误。
2026-05-19 22:05:01,未知,获取数据失败 sz.300795: 网络接收错误。
2026-05-19 22:05:03,未知,获取数据失败 sz.300259: 网络接收错误。
2026-05-19 22:05:05,未知,获取数据失败 sh.603488: 网络接收错误。
2026-05-19 22:05:07,未知,获取数据失败 sh.600997: 网络接收错误。
2026-05-19 22:05:10,未知,获取数据失败 sz.000533: 网络接收错误。
2026-05-19 22:05:11,未知,获取数据失败 sz.002637: 网络接收错误。
2026-05-19 22:05:13,未知,获取数据失败 sz.399616: 网络接收错误。
2026-05-19 22:05:17,未知,获取数据失败 sz.300260: 网络接收错误。
2026-05-19 22:05:18,未知,获取数据失败 sh.603489: 网络接收错误。
2026-05-19 22:05:21,未知,获取数据失败 sz.300796: 网络接收错误。
2026-05-19 22:05:25,未知,获取数据失败 sz.399617: 网络接收错误。
2026-05-19 22:05:25,未知,获取数据失败 sh.600998: 网络接收错误。
2026-05-19 22:05:27,未知,获取数据失败 sz.002638: 网络接收错误。
2026-05-19 22:05:28,未知,获取数据失败 sz.300261: 网络接收错误。
2026-05-19 22:05:29,未知,获取数据失败 sz.000534: 网络接收错误。
2026-05-19 22:05:32,未知,获取数据失败 sz.300797: 网络接收错误。
2026-05-19 22:05:36,未知,获取数据失败 sh.603496: 网络接收错误。
2026-05-19 22:05:39,未知,获取数据失败 sz.002639: 网络接收错误。
2026-05-19 22:05:42,未知,获取数据失败 sz.000536: 网络接收错误。
2026-05-19 22:05:42,未知,获取数据失败 sz.399618: 网络接收错误。
2026-05-19 22:05:43,未知,获取数据失败 sh.600999: 网络接收错误。
2026-05-19 22:05:46,未知,获取数据失败 sz.300263: 网络接收错误。
2026-05-19 22:05:47,未知,获取数据失败 sh.603499: 网络接收错误。
2026-05-19 22:05:52,未知,获取数据失败 sz.300798: 网络接收错误。
2026-05-19 22:05:54,未知,获取数据失败 sz.002640: 网络接收错误。
2026-05-19 22:05:58,未知,获取数据失败 sz.399619: 网络接收错误。
2026-05-19 22:05:59,未知,获取数据失败 sz.000537: 网络接收错误。
2026-05-19 22:05:59,未知,获取数据失败 sh.601000: 网络接收错误。
2026-05-19 22:06:01,未知,获取数据失败 sh.603500: 网络接收错误。
2026-05-19 22:06:03,未知,获取数据失败 sz.300264: 网络接收错误。
2026-05-19 22:06:08,未知,获取数据失败 sz.002641: 网络接收错误。
2026-05-19 22:06:09,未知,获取数据失败 sz.300800: 网络接收错误。
2026-05-19 22:06:09,未知,获取数据失败 sz.399620: 网络接收错误。
2026-05-19 22:06:13,未知,获取数据失败 sh.601001: 网络接收错误。
2026-05-19 22:06:17,未知,获取数据失败 sz.000538: 网络接收错误。
2026-05-19 22:06:19,未知,获取数据失败 sh.603501: 网络接收错误。
2026-05-19 22:06:20,未知,获取数据失败 sz.300265: 网络接收错误。
2026-05-19 22:06:22,未知,获取数据失败 sz.300801: 网络接收错误。
2026-05-19 22:06:23,未知,获取数据失败 sz.399621: 网络接收错误。
2026-05-19 22:06:25,未知,获取数据失败 sz.002642: 网络接收错误。
2026-05-19 22:06:26,未知,获取数据失败 sh.601002: 网络接收错误。
2026-05-19 22:06:29,未知,获取数据失败 sz.000539: 网络接收错误。
2026-05-19 22:06:31,未知,获取数据失败 sz.300266: 网络接收错误。
2026-05-19 22:06:35,未知,获取数据失败 sh.601003: 网络接收错误。
2026-05-19 22:06:37,未知,获取数据失败 sh.603505: 网络接收错误。
2026-05-19 22:06:37,未知,获取数据失败 sz.002643: 网络接收错误。
2026-05-19 22:06:37,未知,获取数据失败 sz.399622: 网络接收错误。
2026-05-19 22:06:38,未知,获取数据失败 sz.300802: 网络接收错误。
2026-05-19 22:06:39,未知,获取数据失败 sz.000541: 网络接收错误。
2026-05-19 22:06:51,未知,获取数据失败 sz.300267: 网络接收错误。
2026-05-19 22:06:52,未知,获取数据失败 sh.601005: 网络接收错误。
2026-05-19 22:06:52,未知,获取数据失败 sh.603506: 网络接收错误。
2026-05-19 22:06:53,未知,获取数据失败 sz.399623: 网络接收错误。
2026-05-19 22:06:53,未知,获取数据失败 sz.300803: 网络接收错误。
2026-05-19 22:06:57,未知,获取数据失败 sz.002644: 网络接收错误。
2026-05-19 22:06:58,未知,获取数据失败 sz.000543: 网络接收错误。
2026-05-19 22:07:04,未知,获取数据失败 sz.399624: 网络接收错误。
2026-05-19 22:07:08,未知,获取数据失败 sz.300268: 网络接收错误。
2026-05-19 22:07:08,未知,获取数据失败 sh.601006: 网络接收错误。
2026-05-19 22:07:08,未知,获取数据失败 sz.002645: 网络接收错误。
2026-05-19 22:07:10,未知,获取数据失败 sz.300804: 网络接收错误。
2026-05-19 22:07:12,未知,获取数据失败 sh.603507: 网络接收错误。
2026-05-19 22:07:14,未知,获取数据失败 sz.000544: 网络接收错误。
2026-05-19 22:07:19,未知,获取数据失败 sz.399625: 网络接收错误。
2026-05-19 22:07:22,未知,获取数据失败 sz.002646: 网络接收错误。
2026-05-19 22:07:23,未知,获取数据失败 sh.601007: 网络接收错误。
2026-05-19 22:07:25,未知,获取数据失败 sh.603508: 网络接收错误。
2026-05-19 22:07:26,未知,获取数据失败 sz.300269: 网络接收错误。
2026-05-19 22:07:26,未知,获取数据失败 sz.300805: 网络接收错误。
2026-05-19 22:07:27,未知,获取数据失败 sz.000545: 网络接收错误。
2026-05-19 22:07:32,未知,获取数据失败 sz.002647: 网络接收错误。
2026-05-19 22:07:36,未知,获取数据失败 sz.300270: 网络接收错误。
2026-05-19 22:07:39,未知,获取数据失败 sz.399626: 网络接收错误。
2026-05-19 22:07:40,未知,获取数据失败 sh.603511: 网络接收错误。
2026-05-19 22:07:41,未知,获取数据失败 sz.000546: 网络接收错误。
2026-05-19 22:07:42,未知,获取数据失败 sh.601008: 网络接收错误。
2026-05-19 22:07:42,未知,获取数据失败 sz.300806: 网络接收错误。
2026-05-19 22:07:46,未知,获取数据失败 sz.002648: 网络接收错误。
2026-05-19 22:07:49,未知,获取数据失败 sz.300271: 网络接收错误。
2026-05-19 22:07:52,未知,获取数据失败 sz.000547: 网络接收错误。
2026-05-19 22:07:54,未知,获取数据失败 sh.601009: 网络接收错误。
2026-05-19 22:07:57,未知,获取数据失败 sz.399627: 网络接收错误。
2026-05-19 22:07:57,未知,获取数据失败 sh.603515: 网络接收错误。
2026-05-19 22:08:01,未知,获取数据失败 sz.300807: 网络接收错误。
2026-05-19 22:08:05,未知,获取数据失败 sz.000548: 网络接收错误。
2026-05-19 22:08:05,未知,获取数据失败 sz.002649: 网络接收错误。
2026-05-19 22:08:07,未知,获取数据失败 sh.601010: 网络接收错误。
2026-05-19 22:08:09,未知,获取数据失败 sz.300272: 网络接收错误。
2026-05-19 22:08:09,未知,获取数据失败 sh.603516: 网络接收错误。
2026-05-19 22:08:12,未知,获取数据失败 sz.399628: 网络接收错误。
2026-05-19 22:08:14,未知,获取数据失败 sz.300808: 网络接收错误。
2026-05-19 22:08:17,未知,获取数据失败 sz.002650: 网络接收错误。
2026-05-19 22:08:19,未知,获取数据失败 sz.000550: 网络接收错误。
2026-05-19 22:08:24,未知,获取数据失败 sh.601011: 网络接收错误。
2026-05-19 22:08:25,未知,获取数据失败 sh.603517: 网络接收错误。
2026-05-19 22:08:27,未知,获取数据失败 sz.300274: 网络接收错误。
2026-05-19 22:08:28,未知,获取数据失败 sz.300809: 网络接收错误。
2026-05-19 22:08:30,未知,获取数据失败 sz.000551: 网络接收错误。
2026-05-19 22:08:32,未知,获取数据失败 sz.002651: 网络接收错误。
2026-05-19 22:08:33,未知,获取数据失败 sz.399629: 网络接收错误。
2026-05-19 22:08:38,未知,获取数据失败 sh.601012: 网络接收错误。
2026-05-19 22:08:39,未知,获取数据失败 sh.603518: 网络接收错误。
2026-05-19 22:08:40,未知,获取数据失败 sz.300275: 网络接收错误。
2026-05-19 22:08:43,未知,获取数据失败 sz.000552: 网络接收错误。
2026-05-19 22:08:44,未知,获取数据失败 sz.300810: 网络接收错误。
2026-05-19 22:08:45,未知,获取数据失败 sz.399630: 网络接收错误。
2026-05-19 22:08:50,未知,获取数据失败 sz.002652: 网络接收错误。
2026-05-19 22:08:51,未知,获取数据失败 sz.300276: 网络接收错误。
2026-05-19 22:08:54,未知,获取数据失败 sh.601015: 网络接收错误。
2026-05-19 22:08:57,未知,获取数据失败 sz.399631: 网络接收错误。
2026-05-19 22:08:57,未知,获取数据失败 sh.603519: 网络接收错误。
2026-05-19 22:09:00,未知,获取数据失败 sz.300811: 网络接收错误。
2026-05-19 22:09:01,未知,获取数据失败 sz.000553: 网络接收错误。
2026-05-19 22:09:05,未知,获取数据失败 sz.300277: 网络接收错误。
2026-05-19 22:09:09,未知,获取数据失败 sz.002653: 网络接收错误。
2026-05-19 22:09:09,未知,获取数据失败 sh.601016: 网络接收错误。
2026-05-19 22:09:11,未知,获取数据失败 sz.399632: 网络接收错误。
2026-05-19 22:09:13,未知,获取数据失败 sh.603520: 网络接收错误。
2026-05-19 22:09:14,未知,获取数据失败 sz.000554: 网络接收错误。
2026-05-19 22:09:15,未知,获取数据失败 sz.300812: 网络接收错误。
2026-05-19 22:09:19,未知,获取数据失败 sz.300278: 网络接收错误。
2026-05-19 22:09:22,未知,获取数据失败 sz.399633: 网络接收错误。
2026-05-19 22:09:25,未知,获取数据失败 sh.603527: 网络接收错误。
2026-05-19 22:09:26,未知,获取数据失败 sz.300813: 网络接收错误。
2026-05-19 22:09:27,未知,获取数据失败 sh.601018: 网络接收错误。
2026-05-19 22:09:28,未知,获取数据失败 sz.002654: 网络接收错误。
2026-05-19 22:09:30,未知,获取数据失败 sz.000555: 网络接收错误。
2026-05-19 22:09:36,未知,获取数据失败 sz.300279: 网络接收错误。
2026-05-19 22:09:37,未知,获取数据失败 sh.603528: 网络接收错误。
2026-05-19 22:09:38,未知,获取数据失败 sz.399634: 网络接收错误。
2026-05-19 22:09:38,未知,获取数据失败 sz.002655: 网络接收错误。
2026-05-19 22:09:42,未知,获取数据失败 sz.000557: 网络接收错误。
2026-05-19 22:09:43,未知,获取数据失败 sh.601019: 网络接收错误。
2026-05-19 22:09:46,未知,获取数据失败 sz.300814: 网络接收错误。
2026-05-19 22:09:48,未知,获取数据失败 sh.603529: 网络接收错误。
2026-05-19 22:09:50,未知,获取数据失败 sz.002656: 网络接收错误。
2026-05-19 22:09:53,未知,获取数据失败 sz.399635: 网络接收错误。
2026-05-19 22:09:54,未知,获取数据失败 sz.000558: 网络接收错误。
2026-05-19 22:09:57,未知,获取数据失败 sz.300281: 网络接收错误。
2026-05-19 22:09:57,未知,获取数据失败 sh.601020: 网络接收错误。
2026-05-19 22:09:59,未知,获取数据失败 sz.300815: 网络接收错误。
2026-05-19 22:10:04,未知,获取数据失败 sh.603530: 网络接收错误。
2026-05-19 22:10:07,未知,获取数据失败 sz.399636: 网络接收错误。
2026-05-19 22:10:07,未知,获取数据失败 sz.002657: 网络接收错误。
2026-05-19 22:10:10,未知,获取数据失败 sh.601021: 网络接收错误。
2026-05-19 22:10:10,未知,获取数据失败 sz.000559: 网络接收错误。
2026-05-19 22:10:10,未知,获取数据失败 sz.300816: 网络接收错误。
2026-05-19 22:10:13,未知,获取数据失败 sz.300283: 网络接收错误。
2026-05-19 22:10:19,未知,获取数据失败 sz.002658: 网络接收错误。
2026-05-19 22:10:21,未知,获取数据失败 sz.399637: 网络接收错误。
2026-05-19 22:10:22,未知,获取数据失败 sh.603533: 网络接收错误。
2026-05-19 22:10:23,未知,获取数据失败 sh.601022: 网络接收错误。
2026-05-19 22:10:23,未知,获取数据失败 sz.000560: 网络接收错误。
2026-05-19 22:10:24,未知,获取数据失败 sz.300284: 网络接收错误。
2026-05-19 22:10:27,未知,获取数据失败 sz.300817: 网络接收错误。
2026-05-19 22:10:31,未知,获取数据失败 sh.603535: 网络接收错误。
2026-05-19 22:10:32,未知,获取数据失败 sz.399638: 网络接收错误。
2026-05-19 22:10:34,未知,获取数据失败 sz.000561: 网络接收错误。
2026-05-19 22:10:34,未知,获取数据失败 sz.002659: 网络接收错误。
2026-05-19 22:10:34,未知,获取数据失败 sh.601026: 网络接收错误。
2026-05-19 22:10:40,未知,获取数据失败 sz.300285: 网络接收错误。
2026-05-19 22:10:40,未知,获取数据失败 sz.300818: 网络接收错误。
2026-05-19 22:10:47,未知,获取数据失败 sz.399639: 网络接收错误。
2026-05-19 22:10:48,未知,获取数据失败 sh.603536: 网络接收错误。
2026-05-19 22:10:49,未知,获取数据失败 sh.601033: 网络接收错误。
2026-05-19 22:10:51,未知,获取数据失败 sz.300286: 网络接收错误。
2026-05-19 22:10:53,未知,获取数据失败 sz.002660: 网络接收错误。
2026-05-19 22:10:54,未知,获取数据失败 sz.000563: 网络接收错误。
2026-05-19 22:10:58,未知,获取数据失败 sz.300819: 网络接收错误。
2026-05-19 22:11:01,未知,获取数据失败 sh.601038: 网络接收错误。
2026-05-19 22:11:02,未知,获取数据失败 sz.399640: 网络接收错误。
2026-05-19 22:11:05,未知,获取数据失败 sh.603538: 网络接收错误。
2026-05-19 22:11:05,未知,获取数据失败 sz.002661: 网络接收错误。
2026-05-19 22:11:12,未知,获取数据失败 sz.300287: 网络接收错误。
2026-05-19 22:11:12,未知,获取数据失败 sz.000564: 网络接收错误。
2026-05-19 22:11:13,未知,获取数据失败 sh.601058: 网络接收错误。
2026-05-19 22:11:15,未知,获取数据失败 sz.300820: 网络接收错误。
2026-05-19 22:11:19,未知,获取数据失败 sz.002662: 网络接收错误。
2026-05-19 22:11:20,未知,获取数据失败 sz.399641: 网络接收错误。
2026-05-19 22:11:21,未知,获取数据失败 sh.603551: 网络接收错误。
2026-05-19 22:11:24,未知,获取数据失败 sh.601059: 网络接收错误。
2026-05-19 22:11:27,未知,获取数据失败 sz.000565: 网络接收错误。
2026-05-19 22:11:28,未知,获取数据失败 sz.300288: 网络接收错误。
2026-05-19 22:11:28,未知,获取数据失败 sz.300821: 网络接收错误。
2026-05-19 22:11:34,未知,获取数据失败 sz.002663: 网络接收错误。
2026-05-19 22:11:36,未知,获取数据失败 sh.603556: 网络接收错误。
2026-05-19 22:11:38,未知,获取数据失败 sz.399642: 网络接收错误。
2026-05-19 22:11:38,未知,获取数据失败 sh.601061: 网络接收错误。
2026-05-19 22:11:39,未知,获取数据失败 sz.300289: 网络接收错误。
2026-05-19 22:11:42,未知,获取数据失败 sz.300822: 网络接收错误。
2026-05-19 22:11:43,未知,获取数据失败 sz.000566: 网络接收错误。
2026-05-19 22:11:46,未知,获取数据失败 sz.002664: 网络接收错误。
2026-05-19 22:11:49,未知,获取数据失败 sh.603557: 网络接收错误。
2026-05-19 22:11:51,未知,获取数据失败 sz.300290: 网络接收错误。
2026-05-19 22:11:54,未知,获取数据失败 sz.399643: 网络接收错误。
2026-05-19 22:11:55,未知,获取数据失败 sz.300823: 网络接收错误。
2026-05-19 22:11:56,未知,获取数据失败 sh.601065: 网络接收错误。
2026-05-19 22:11:56,未知,获取数据失败 sz.000567: 网络接收错误。
2026-05-19 22:12:02,未知,获取数据失败 sh.603558: 网络接收错误。
2026-05-19 22:12:04,未知,获取数据失败 sz.300291: 网络接收错误。
2026-05-19 22:12:05,未知,获取数据失败 sz.002666: 网络接收错误。
2026-05-19 22:12:11,未知,获取数据失败 sz.399644: 网络接收错误。
2026-05-19 22:12:11,未知,获取数据失败 sz.300824: 网络接收错误。
2026-05-19 22:12:13,未知,获取数据失败 sh.601066: 网络接收错误。
2026-05-19 22:12:14,未知,获取数据失败 sz.000568: 网络接收错误。
2026-05-19 22:12:17,未知,获取数据失败 sh.603559: 网络接收错误。
2026-05-19 22:12:20,未知,获取数据失败 sz.300292: 网络接收错误。
2026-05-19 22:12:22,未知,获取数据失败 sz.002667: 网络接收错误。
2026-05-19 22:12:23,未知,获取数据失败 sz.300825: 网络接收错误。
2026-05-19 22:12:25,未知,获取数据失败 sz.399645: 网络接收错误。
2026-05-19 22:12:26,未知,获取数据失败 sh.601068: 网络接收错误。
2026-05-19 22:12:28,未知,获取数据失败 sz.000570: 网络接收错误。
2026-05-19 22:12:30,未知,获取数据失败 sz.300293: 网络接收错误。
2026-05-19 22:12:34,未知,获取数据失败 sh.603565: 网络接收错误。
2026-05-19 22:12:37,未知,获取数据失败 sz.002668: 网络接收错误。
2026-05-19 22:12:37,未知,获取数据失败 sz.300826: 网络接收错误。
2026-05-19 22:12:41,未知,获取数据失败 sz.000571: 网络接收错误。
2026-05-19 22:12:41,未知,获取数据失败 sh.601069: 网络接收错误。
2026-05-19 22:12:44,未知,获取数据失败 sz.399646: 网络接收错误。
2026-05-19 22:12:47,未知,获取数据失败 sz.300294: 网络接收错误。
2026-05-19 22:12:47,未知,获取数据失败 sh.603566: 网络接收错误。
2026-05-19 22:12:50,未知,获取数据失败 sz.002669: 网络接收错误。
2026-05-19 22:12:54,未知,获取数据失败 sz.000572: 网络接收错误。
2026-05-19 22:12:55,未知,获取数据失败 sh.601077: 网络接收错误。
2026-05-19 22:12:57,未知,获取数据失败 sz.399647: 网络接收错误。
2026-05-19 22:12:57,未知,获取数据失败 sz.300827: 网络接收错误。
2026-05-19 22:13:00,未知,获取数据失败 sz.300295: 网络接收错误。
2026-05-19 22:13:01,未知,获取数据失败 sz.002670: 网络接收错误。
2026-05-19 22:13:03,未知,获取数据失败 sh.600288: 网络接收错误。
2026-05-19 22:13:05,未知,获取数据失败 sh.603567: 网络接收错误。
2026-05-19 22:13:07,未知,获取数据失败 sh.601083: 网络接收错误。
2026-05-19 22:13:08,未知,获取数据失败 sz.000573: 网络接收错误。
2026-05-19 22:13:12,未知,获取数据失败 sz.300828: 网络接收错误。
2026-05-19 22:13:13,未知,获取数据失败 sz.399648: 网络接收错误。
2026-05-19 22:13:16,未知,获取数据失败 sz.002671: 网络接收错误。
2026-05-19 22:13:17,未知,获取数据失败 sz.300296: 网络接收错误。
2026-05-19 22:13:19,未知,获取数据失败 sz.000576: 网络接收错误。
2026-05-19 22:13:19,未知,获取数据失败 sh.603568: 网络接收错误。
2026-05-19 22:13:20,未知,获取数据失败 sh.600289: 网络接收错误。
2026-05-19 22:13:21,未知,获取数据失败 sh.601086: 网络接收错误。
2026-05-19 22:13:29,未知,获取数据失败 sz.300829: 网络接收错误。
2026-05-19 22:13:29,未知,获取数据失败 sz.399649: 网络接收错误。
2026-05-19 22:13:32,未知,获取数据失败 sz.002672: 网络接收错误。
2026-05-19 22:13:34,未知,获取数据失败 sh.600292: 网络接收错误。
2026-05-19 22:13:34,未知,获取数据失败 sh.603569: 网络接收错误。
2026-05-19 22:13:34,未知,获取数据失败 sz.300298: 网络接收错误。
2026-05-19 22:13:35,未知,获取数据失败 sh.601088: 网络接收错误。
2026-05-19 22:13:38,未知,获取数据失败 sz.000581: 网络接收错误。
2026-05-19 22:13:40,未知,获取数据失败 sz.300830: 网络接收错误。
2026-05-19 22:13:45,未知,获取数据失败 sh.600293: 网络接收错误。
2026-05-19 22:13:47,未知,获取数据失败 sz.002673: 网络接收错误。
2026-05-19 22:13:47,未知,获取数据失败 sz.399650: 网络接收错误。
2026-05-19 22:13:49,未知,获取数据失败 sh.603577: 网络接收错误。
2026-05-19 22:13:55,未知,获取数据失败 sh.601089: 网络接收错误。
2026-05-19 22:13:55,未知,获取数据失败 sz.000582: 网络接收错误。
2026-05-19 22:13:56,未知,获取数据失败 sz.300831: 网络接收错误。
2026-05-19 22:13:56,未知,获取数据失败 sz.300299: 网络接收错误。
2026-05-19 22:13:59,未知,获取数据失败 sz.002674: 网络接收错误。
2026-05-19 22:13:59,未知,获取数据失败 sz.399651: 网络接收错误。
2026-05-19 22:13:59,未知,获取数据失败 sh.603578: 网络接收错误。
2026-05-19 22:14:00,未知,获取数据失败 sh.600295: 网络接收错误。
2026-05-19 22:14:08,未知,获取数据失败 sz.300300: 网络接收错误。
2026-05-19 22:14:11,未知,获取数据失败 sz.000586: 网络接收错误。
2026-05-19 22:14:12,未知,获取数据失败 sz.002675: 网络接收错误。
2026-05-19 22:14:13,未知,获取数据失败 sh.600298: 网络接收错误。
2026-05-19 22:14:13,未知,获取数据失败 sh.601096: 网络接收错误。
2026-05-19 22:14:13,未知,获取数据失败 sz.300832: 网络接收错误。
2026-05-19 22:14:18,未知,获取数据失败 sz.399652: 网络接收错误。
2026-05-19 22:14:19,未知,获取数据失败 sh.603579: 网络接收错误。
2026-05-19 22:14:24,未知,获取数据失败 sz.000589: 网络接收错误。
2026-05-19 22:14:25,未知,获取数据失败 sz.300301: 网络接收错误。
2026-05-19 22:14:25,未知,获取数据失败 sz.002676: 网络接收错误。
2026-05-19 22:14:28,未知,获取数据失败 sh.601098: 网络接收错误。
2026-05-19 22:14:31,未知,获取数据失败 sz.300833: 网络接收错误。
2026-05-19 22:14:31,未知,获取数据失败 sh.600299: 网络接收错误。
2026-05-19 22:14:31,未知,获取数据失败 sz.399653: 网络接收错误。
2026-05-19 22:14:32,未知,获取数据失败 sh.603580: 网络接收错误。
2026-05-19 22:14:38,未知,获取数据失败 sz.000590: 网络接收错误。
2026-05-19 22:14:39,未知,获取数据失败 sz.002677: 网络接收错误。
2026-05-19 22:14:41,未知,获取数据失败 sz.300302: 网络接收错误。
2026-05-19 22:14:42,未知,获取数据失败 sh.601099: 网络接收错误。
2026-05-19 22:14:48,未知,获取数据失败 sz.399654: 网络接收错误。
2026-05-19 22:14:48,未知,获取数据失败 sh.600300: 网络接收错误。
2026-05-19 22:14:49,未知,获取数据失败 sz.300834: 网络接收错误。
2026-05-19 22:14:52,未知,获取数据失败 sz.000591: 网络接收错误。
2026-05-19 22:14:53,未知,获取数据失败 sh.603583: 网络接收错误。
2026-05-19 22:14:56,未知,获取数据失败 sz.002678: 网络接收错误。
2026-05-19 22:14:58,未知,获取数据失败 sz.300303: 网络接收错误。
2026-05-19 22:14:59,未知,获取数据失败 sh.601100: 网络接收错误。
2026-05-19 22:15:02,未知,获取数据失败 sz.399655: 网络接收错误。
2026-05-19 22:15:05,未知,获取数据失败 sz.300835: 网络接收错误。
2026-05-19 22:15:05,未知,获取数据失败 sz.000592: 网络接收错误。
2026-05-19 22:15:07,未知,获取数据失败 sh.600301: 网络接收错误。
2026-05-19 22:15:08,未知,获取数据失败 sh.603585: 网络接收错误。
2026-05-19 22:15:15,未知,获取数据失败 sz.002679: 网络接收错误。
2026-05-19 22:15:15,未知,获取数据失败 sz.399656: 网络接收错误。
2026-05-19 22:15:16,未知,获取数据失败 sz.300304: 网络接收错误。
2026-05-19 22:15:18,未知,获取数据失败 sz.000593: 网络接收错误。
2026-05-19 22:15:18,未知,获取数据失败 sh.600302: 网络接收错误。
2026-05-19 22:15:19,未知,获取数据失败 sh.601101: 网络接收错误。
2026-05-19 22:15:20,未知,获取数据失败 sz.300836: 网络接收错误。
2026-05-19 22:15:26,未知,获取数据失败 sh.603586: 网络接收错误。
2026-05-19 22:15:27,未知,获取数据失败 sz.399657: 网络接收错误。
2026-05-19 22:15:28,未知,获取数据失败 sz.300305: 网络接收错误。
2026-05-19 22:15:32,未知,获取数据失败 sz.002681: 网络接收错误。
2026-05-19 22:15:34,未知,获取数据失败 sz.000595: 网络接收错误。
2026-05-19 22:15:35,未知,获取数据失败 sh.600303: 网络接收错误。
2026-05-19 22:15:38,未知,获取数据失败 sh.601106: 网络接收错误。
2026-05-19 22:15:39,未知,获取数据失败 sz.399658: 网络接收错误。
2026-05-19 22:15:40,未知,获取数据失败 sz.300837: 网络接收错误。
2026-05-19 22:15:40,未知,获取数据失败 sh.603587: 网络接收错误。
2026-05-19 22:15:40,未知,获取数据失败 sz.300306: 网络接收错误。
2026-05-19 22:15:44,未知,获取数据失败 sz.000596: 网络接收错误。
2026-05-19 22:15:50,未知,获取数据失败 sh.600305: 网络接收错误。
2026-05-19 22:15:51,未知,获取数据失败 sh.601107: 网络接收错误。
2026-05-19 22:15:51,未知,获取数据失败 sz.399659: 网络接收错误。
2026-05-19 22:15:53,未知,获取数据失败 sz.002682: 网络接收错误。
2026-05-19 22:15:53,未知,获取数据失败 sh.603588: 网络接收错误。
2026-05-19 22:15:54,未知,获取数据失败 sz.000597: 网络接收错误。
2026-05-19 22:15:58,未知,获取数据失败 sz.300307: 网络接收错误。
2026-05-19 22:15:58,未知,获取数据失败 sz.300838: 网络接收错误。
2026-05-19 22:16:04,未知,获取数据失败 sh.600307: 网络接收错误。
2026-05-19 22:16:06,未知,获取数据失败 sz.399660: 网络接收错误。
2026-05-19 22:16:06,未知,获取数据失败 sz.002683: 网络接收错误。
2026-05-19 22:16:07,未知,获取数据失败 sh.603589: 网络接收错误。
2026-05-19 22:16:10,未知,获取数据失败 sh.601108: 网络接收错误。
